disasterNumber,year,month,quarter,incident_duration_days,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,num_counties,tier_very_high,tier_high,tier_medium,tier_low,total_cost,log_total_cost,duration_x_counties
2859,2010,9,3,0.0,0,0,0,0,1,False,False,True,False,1370624.5,14.130777762951304,0.0
2860,2011,2,1,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
2861,2011,2,1,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
2862,2011,2,1,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
2863,2011,2,1,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
2864,2011,2,1,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
2865,2011,2,1,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
2866,2011,3,1,4.0,0,0,0,0,1,False,False,True,False,267933.97,12.498499580795169,4.0
2867,2011,3,1,6.0,0,0,0,0,1,False,False,True,False,703954.92,13.4644710195435,6.0
2868,2011,3,1,3.0,0,0,0,0,1,False,False,True,False,37611.46,10.535090657461497,3.0
2869,2011,3,1,3.0,0,0,0,0,1,False,False,True,False,14666.35,9.593379214056057,3.0
2870,2011,3,1,6.0,0,0,0,0,2,False,False,True,False,931644.1,13.051561119965454,12.0
2871,2011,3,1,3.0,0,0,0,0,1,False,False,True,False,41791.72,10.640477440665341,3.0
2872,2011,3,1,3.0,0,0,0,0,1,False,False,True,False,4527.53,8.418152662503228,3.0
2873,2011,3,1,5.0,0,0,0,0,1,False,False,True,False,1274396.82,14.057984326967599,5.0
2874,2011,3,1,3.0,0,0,0,0,1,False,False,True,False,22073.78,10.002191059397585,3.0
2875,2011,3,1,31.0,0,0,0,0,1,False,False,True,False,904314.17,13.714933217994258,31.0
2876,2011,3,1,0.0,0,0,0,0,1,False,False,True,False,112240.74,11.628410217150835,0.0
2877,2011,4,2,8.0,0,0,0,0,1,False,False,True,False,951915.12,13.766232200647957,8.0
2878,2011,4,2,1.0,0,0,0,0,2,False,False,True,False,0.0,0.0,2.0
2879,2011,4,2,2.0,0,0,0,0,1,False,False,True,False,40471.62,10.608380975087483,2.0
2880,2011,4,2,17.0,0,0,0,0,2,False,False,True,False,249388.22,11.733626916785362,34.0
2881,2011,4,2,3.0,0,0,0,0,2,False,False,True,False,490360.1,12.409752196207725,6.0
2882,2011,4,2,4.0,0,0,0,0,1,False,False,True,False,151670.08,11.929469507742711,4.0
2883,2011,4,2,3.0,0,0,0,0,1,False,False,True,False,35431.74,10.475391530460582,3.0
2884,2011,4,2,17.0,0,0,0,0,3,False,False,True,False,7169151.99,14.686686063405933,51.0
2885,2011,4,2,36.0,0,0,0,0,2,False,False,True,False,17648623.26,15.993021268798291,72.0
2886,2011,4,2,11.0,0,0,0,0,1,False,False,True,False,49728.06,10.814344749458954,11.0
2887,2011,4,2,3.0,0,0,0,0,1,False,False,True,False,47155.5,10.761227136460395,3.0
2888,2011,4,2,29.0,0,0,0,0,3,False,False,True,False,25892985.0,15.970870467755969,87.0
2889,2011,4,2,12.0,0,0,0,0,3,False,False,True,False,4058651.4000000004,14.11774975940379,36.0
2890,2011,4,2,4.0,0,0,0,0,1,False,False,True,False,37108.68,10.5216331310048,4.0
2891,2011,4,2,5.0,0,0,0,0,1,False,False,True,False,101953.04,11.53227740248573,5.0
2892,2011,4,2,23.0,0,0,0,0,2,False,False,True,False,4513182.6,14.629366401467598,46.0
2893,2011,4,2,33.0,0,0,0,0,3,False,False,True,False,0.0,0.0,99.0
2894,2011,4,2,3.0,0,0,0,0,1,False,False,True,False,46051.71,10.737541889029004,3.0
2895,2011,4,2,18.0,0,0,0,0,3,False,False,True,False,0.0,0.0,54.0
2896,2011,4,2,7.0,0,0,0,0,1,False,False,True,False,89674.22,11.40394975570107,7.0
2897,2011,4,2,4.0,0,0,0,0,2,False,False,True,False,150368.0,11.227707021956421,8.0
2898,2011,4,2,2.0,0,0,0,0,1,False,False,True,False,55897.82,10.931298549796955,2.0
2899,2011,4,2,3.0,0,0,0,0,1,False,False,True,False,20995.06,9.952090080055285,3.0
2900,2011,4,2,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
2901,2011,4,2,8.0,0,0,0,0,1,False,False,True,False,66410.19,11.10362084536232,8.0
2902,2011,4,2,35.0,0,0,0,0,1,False,False,True,False,263462.41,12.48166977584133,35.0
2903,2011,4,2,18.0,0,0,0,0,1,False,False,True,False,1575822.38,14.270288474591895,18.0
2904,2011,4,2,2.0,0,0,0,0,1,False,False,True,False,24495.08,10.106268383731454,2.0
2905,2011,4,2,2.0,0,0,0,0,2,False,False,True,False,11612.04,8.666822809485286,4.0
2906,2011,5,2,11.0,0,0,0,0,1,False,False,True,False,789533.19,13.579198417629964,11.0
2907,2011,5,2,44.0,0,0,0,0,1,False,False,True,False,750000.0,13.527829818844937,44.0
2908,2011,5,2,5.0,0,0,0,0,1,False,False,True,False,80761.88,11.299272733009353,5.0
2909,2011,5,2,13.0,0,0,0,0,1,False,False,True,False,3130495.15,14.956702064331257,13.0
2910,2011,5,2,7.0,0,0,0,0,1,False,False,True,False,55445.93,10.923181626051935,7.0
2911,2011,5,2,2.0,0,0,0,0,1,False,False,True,False,67568.51,11.12091212478099,2.0
2912,2011,5,2,3.0,0,0,0,0,1,False,False,True,False,164326.83,12.00961867495214,3.0
2913,2011,5,2,3.0,0,0,0,0,1,False,False,True,False,140212.14,11.850918972443374,3.0
2914,2011,6,2,10.0,0,0,0,0,1,False,False,True,False,1843083.73,14.426951209550698,10.0
2915,2011,6,2,27.0,0,0,0,0,2,False,False,True,False,5488313.52,14.824984758886641,54.0
2916,2011,6,2,8.0,0,0,0,0,1,False,False,True,False,177716.96,12.087953078253376,8.0
2917,2011,6,2,32.0,0,0,0,0,1,False,False,True,False,515274.49,13.15245696865957,32.0
2918,2011,6,2,46.0,0,0,0,0,1,False,False,True,False,4300099.08,15.27414885481155,46.0
2919,2011,6,2,14.0,0,0,0,0,1,False,False,True,False,3908122.74,15.178567954898401,14.0
2920,2011,6,2,42.0,0,0,0,0,3,False,False,True,False,5054424.78,14.337162916548074,126.0
2921,2011,6,2,53.0,0,0,0,0,1,False,False,True,False,2613039.26,14.776024951961551,53.0
2922,2011,6,2,3.0,0,0,0,0,2,False,False,True,False,192827.92,11.476416655280415,6.0
2923,2011,6,2,9.0,0,0,0,0,2,False,False,True,False,1975498.86,13.80318534360637,18.0
2924,2011,6,2,3.0,0,0,0,0,1,False,False,True,False,27127.61,10.208344169545,3.0
2925,2011,6,2,2.0,0,0,0,0,1,False,False,True,False,125530.94,11.74031550716587,2.0
2926,2011,6,2,8.0,0,0,0,0,1,False,False,True,False,283927.65,12.556478253184832,8.0
2927,2011,6,2,17.0,0,0,0,0,1,False,False,True,False,1129647.45,13.937417036090261,17.0
2928,2011,6,2,11.0,0,0,0,0,1,False,False,True,False,69077.56,11.142999686646705,11.0
2929,2011,6,2,6.0,0,0,0,0,1,False,False,True,False,431159.39,12.974235434431755,6.0
2930,2011,6,2,8.0,0,0,0,0,1,False,False,True,False,212620.81,12.26727032664617,8.0
2931,2011,6,2,11.0,0,0,0,0,1,False,False,True,False,1180318.09,13.98129537514047,11.0
2932,2011,6,2,5.0,0,0,0,0,1,False,False,True,False,308817.5,12.640509004664692,5.0
2933,2011,6,2,60.0,0,0,0,0,6,False,False,True,False,9910166.28,14.31731282138715,360.0
2934,2011,6,2,15.0,0,0,0,0,1,False,False,True,False,75493.88,11.231820118368068,15.0
2935,2011,6,2,17.0,0,0,0,0,1,False,False,True,False,3173061.92,14.97020790018278,17.0
2936,2011,7,3,0.0,0,0,0,0,2,False,False,True,False,4948364.9,14.7214209803577,0.0
2937,2011,7,3,9.0,0,0,0,0,1,False,False,True,False,807344.61,13.601507120752405,9.0
2938,2011,7,3,3.0,0,0,0,0,1,False,False,True,False,41579.62,10.635389472315747,3.0
2939,2011,7,3,5.0,0,0,0,0,1,False,False,True,False,204671.41,12.229165979956694,5.0
2940,2011,7,3,3.0,0,0,0,0,1,False,False,True,False,95356.14,11.465384490238682,3.0
2941,2011,8,3,2.0,0,0,0,0,1,False,False,True,False,12483.41,9.432235944889191,2.0
2942,2011,8,3,6.0,0,0,0,0,1,False,False,True,False,24833.31,10.119981443785242,6.0
2943,2011,8,3,6.0,0,0,0,0,1,False,False,True,False,30635.29,10.329940532972408,6.0
2944,2011,8,3,6.0,0,0,0,0,1,False,False,True,False,92199.11,11.431716602602542,6.0
2945,2011,8,3,6.0,0,0,0,0,1,False,False,True,False,132741.52,11.796166591000652,6.0
2946,2011,8,3,5.0,0,0,0,0,1,False,False,True,False,43282.66,10.675530475564116,5.0
2947,2011,8,3,6.0,0,0,0,0,2,False,False,True,False,822557.8,12.927029283586,12.0
2948,2011,8,3,5.0,0,0,0,0,1,False,False,True,False,23933.32,10.083068691145193,5.0
2949,2011,8,3,0.0,0,0,0,0,1,False,False,True,False,400385.93,12.900186683532787,0.0
2950,2011,8,3,3.0,0,0,0,0,1,False,False,True,False,569418.42,13.252372559321048,3.0
2951,2011,8,3,5.0,0,0,0,0,1,False,False,True,False,419338.96,12.946437230311235,5.0
2952,2011,8,3,32.0,0,0,0,0,1,False,False,True,False,3996374.6,15.200898408327417,32.0
2953,2011,8,3,3.0,0,0,0,0,1,False,False,True,False,9616.73,9.171363549079254,3.0
2954,2011,8,3,0.0,0,0,0,0,1,False,False,True,False,45660.78,10.729016903117193,0.0
2955,2011,9,3,3.0,0,0,0,0,1,False,False,True,False,960443.78,13.775151768647923,3.0
2956,2011,9,3,6.0,0,0,0,0,1,False,False,True,False,586405.18,13.281767968380356,6.0
2957,2011,9,3,0.0,0,0,0,0,1,False,False,True,False,23739.87,10.07495331450144,0.0
2958,2011,9,3,37.0,0,0,0,0,1,False,False,True,False,12571783.43,16.34696552991835,37.0
2959,2011,9,3,8.0,0,0,0,0,1,False,False,True,False,449229.15,13.015290618917266,8.0
2960,2011,9,3,5.0,0,0,0,0,1,False,False,True,False,237059.79,12.376071885117604,5.0
2961,2011,9,3,7.0,0,0,0,0,1,False,False,True,False,6590703.9,15.701170865856966,7.0
2962,2011,9,3,3.0,0,0,0,0,1,False,False,True,False,18826.83,9.843091373374683,3.0
2963,2011,9,3,0.0,0,0,0,0,1,False,False,True,False,100774.9,11.520654518731893,0.0
2964,2011,9,3,27.0,0,0,0,0,3,False,False,True,False,17279343.87,15.566410235082754,81.0
2965,2011,9,3,50.0,0,0,0,0,2,False,False,True,False,6001591.02,14.914388314725944,100.0
2966,2011,9,3,0.0,0,0,0,0,1,False,False,True,False,1392551.94,14.146649268014233,0.0
2967,2011,9,3,0.0,0,0,0,0,1,False,False,True,False,32492.34,10.388790424241304,0.0
2968,2011,9,3,0.0,0,0,0,0,1,False,False,True,False,139425.9,11.845295728563144,0.0
2969,2011,9,3,1.0,0,0,0,0,1,False,False,True,False,79137.88,11.278959562703816,1.0
2970,2011,9,3,0.0,0,0,0,0,1,False,False,True,False,2987859.48,14.910068130704245,0.0
2971,2011,9,3,5.0,0,0,0,0,1,False,False,True,False,4853023.89,15.395112757160518,5.0
2972,2011,10,4,3.0,0,0,0,0,1,False,False,True,False,427980.25,12.966834665193103,3.0
2973,2011,11,4,3.0,0,0,0,0,1,False,False,True,False,785047.27,13.573500485319945,3.0
2974,2012,1,1,2.0,0,0,0,0,1,False,False,True,False,467902.26,13.056016844130742,2.0
2975,2012,3,1,7.0,0,0,0,0,1,False,False,True,False,0.0,0.0,7.0
2976,2012,4,2,17.0,0,0,0,0,1,False,False,True,False,2929255.77,14.890259286699534,17.0
2977,2012,5,2,0.0,0,0,0,0,1,False,False,True,False,43502.24,10.680590697061692,0.0
2978,2012,5,2,69.0,0,0,0,0,2,False,False,True,False,363715.94,12.110986775566515,138.0
2979,2012,6,2,56.0,0,0,0,0,1,False,False,True,False,3726826.58,15.131067914981813,56.0
2980,2012,6,2,22.0,0,0,0,0,1,False,False,True,False,13205432.57,16.396138936949438,22.0
2981,2012,6,2,8.0,0,0,0,0,1,False,False,True,False,156228.72,11.959082767174937,8.0
2982,2012,6,2,16.0,0,0,0,0,1,False,False,True,False,24924.14,10.123632211664816,16.0
2983,2012,6,2,2.0,0,0,0,0,1,False,False,True,False,508394.62,13.139015202996752,2.0
2984,2012,6,2,15.0,0,0,0,0,1,False,False,True,False,5679187.27,15.55231887027343,15.0
2985,2012,6,2,13.0,0,0,0,0,1,False,False,True,False,505445.76,13.133197990432071,13.0
2986,2012,6,2,4.0,0,0,0,0,1,False,False,True,False,492227.39,13.106698095080635,4.0
2987,2012,6,2,4.0,0,0,0,0,1,False,False,True,False,825108.7,13.623271626174102,4.0
2988,2012,6,2,6.0,0,0,0,0,1,False,False,True,False,1997340.79,14.507327749480758,6.0
2989,2012,6,2,11.0,0,0,0,0,2,False,False,True,False,3029932.24,14.230904293719798,22.0
2990,2012,6,2,10.0,0,0,0,0,1,False,False,True,False,983739.9,13.799117828353303,10.0
2991,2012,6,2,1.0,0,0,0,0,1,False,False,True,False,169360.98,12.039793596812679,1.0
2992,2012,6,2,10.0,0,0,0,0,3,False,False,True,False,7179411.42,14.688116091927272,30.0
2993,2012,7,3,6.0,0,0,0,0,1,False,False,True,False,9912.6,9.201662830782494,6.0
2994,2012,7,3,7.0,0,0,0,0,1,False,False,True,False,373970.07,12.8319337204636,7.0
2995,2012,7,3,6.0,0,0,0,0,1,False,False,True,False,592294.84,13.291761518772555,6.0
2996,2012,7,3,4.0,0,0,0,0,1,False,False,True,False,622320.74,13.341212504865949,4.0
2997,2012,7,3,4.0,0,0,0,0,1,False,False,True,False,51448.94,10.848364575080758,4.0
2998,2012,8,3,4.0,0,0,0,0,1,False,False,True,False,113274.19,11.637575446867855,4.0
2999,2012,8,3,9.0,0,0,0,0,1,False,False,True,False,619731.97,13.337043970697781,9.0
3001,1974,7,3,0.0,0,0,0,0,2,False,False,False,True,0.0,0.0,0.0
3002,1974,8,3,0.0,0,0,0,0,24,False,False,False,True,0.0,0.0,0.0
3003,1974,9,3,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3004,1974,11,4,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
3005,1974,12,4,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3006,1975,1,1,0.0,0,0,0,0,2,False,False,False,True,0.0,0.0,0.0
3007,1975,1,1,0.0,0,0,0,0,5,False,False,False,True,0.0,0.0,0.0
3008,1975,3,1,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3009,1975,3,1,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3010,1975,4,2,0.0,0,0,0,0,5,False,False,True,False,0.0,0.0,0.0
3011,1975,4,2,0.0,0,0,0,0,7,False,False,True,False,0.0,0.0,0.0
3012,1976,4,2,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
3013,1976,6,2,0.0,0,0,0,0,78,False,False,False,True,0.0,0.0,0.0
3014,1976,6,2,0.0,0,0,0,0,66,False,False,False,True,0.0,0.0,0.0
3015,1976,6,2,0.0,0,0,0,0,62,False,False,False,True,0.0,0.0,0.0
3016,1976,7,3,0.0,0,0,0,0,18,False,False,False,True,0.0,0.0,0.0
3017,1976,9,3,0.0,0,0,0,0,94,False,False,False,True,0.0,0.0,0.0
3018,1976,10,4,0.0,0,0,0,0,38,False,False,False,True,0.0,0.0,0.0
3019,1976,12,4,0.0,0,0,0,0,32,False,False,False,True,0.0,0.0,0.0
3020,1977,1,1,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
3021,1977,1,1,0.0,0,0,0,0,12,False,False,False,True,0.0,0.0,0.0
3022,1977,1,1,0.0,0,0,0,0,2,False,False,False,True,0.0,0.0,0.0
3023,1977,1,1,0.0,0,0,0,0,47,False,False,False,True,0.0,0.0,0.0
3024,1977,1,1,0.0,0,0,0,0,27,False,False,False,True,0.0,0.0,0.0
3025,1977,1,1,0.0,0,0,0,0,42,False,False,False,True,0.0,0.0,0.0
3026,1977,1,1,0.0,0,0,0,0,21,False,False,False,True,0.0,0.0,0.0
3027,1977,1,1,0.0,0,0,0,0,9,False,False,False,True,0.0,0.0,0.0
3028,1977,2,1,0.0,0,0,0,0,40,False,False,False,True,0.0,0.0,0.0
3029,1977,2,1,0.0,0,0,0,0,47,False,False,False,True,0.0,0.0,0.0
3030,1977,2,1,0.0,0,0,0,0,12,False,False,False,True,0.0,0.0,0.0
3031,1977,2,1,0.0,0,0,0,0,34,False,False,False,True,0.0,0.0,0.0
3032,1977,2,1,0.0,0,0,0,0,72,False,False,False,True,0.0,0.0,0.0
3033,1977,3,1,0.0,0,0,0,0,30,False,False,False,True,0.0,0.0,0.0
3034,1977,3,1,0.0,0,0,0,0,8,False,False,False,True,0.0,0.0,0.0
3035,1977,3,1,0.0,0,0,0,0,44,False,False,False,True,0.0,0.0,0.0
3036,1977,3,1,0.0,0,0,0,0,3,False,False,False,True,0.0,0.0,0.0
3037,1977,3,1,0.0,0,0,0,0,16,False,False,False,True,0.0,0.0,0.0
3038,1977,4,2,0.0,0,0,0,0,8,False,False,False,True,0.0,0.0,0.0
3039,1977,4,2,0.0,0,0,0,0,19,False,False,False,True,0.0,0.0,0.0
3040,1977,5,2,0.0,0,0,0,0,9,False,False,False,True,0.0,0.0,0.0
3041,1977,6,2,0.0,0,0,0,0,5,False,False,False,True,0.0,0.0,0.0
3042,1977,6,2,0.0,0,0,0,0,3,False,False,False,True,0.0,0.0,0.0
3043,1977,6,2,0.0,0,0,0,0,4,False,False,False,True,0.0,0.0,0.0
3044,1977,7,3,0.0,0,0,0,0,144,False,False,False,True,0.0,0.0,0.0
3045,1977,7,3,0.0,0,0,0,0,67,False,False,False,True,0.0,0.0,0.0
3046,1977,7,3,0.0,0,0,0,0,62,False,False,False,True,0.0,0.0,0.0
3047,1977,8,3,0.0,0,0,0,0,31,False,False,False,True,0.0,0.0,0.0
3048,1977,10,4,0.0,0,0,0,0,10,False,False,True,False,0.0,0.0,0.0
3049,1977,8,3,0.0,0,0,0,0,49,False,False,False,True,0.0,0.0,0.0
3050,1977,8,3,0.0,0,0,0,0,6,False,False,False,True,0.0,0.0,0.0
3051,1977,8,3,0.0,0,0,0,0,9,False,False,False,True,0.0,0.0,0.0
3052,1977,8,3,0.0,0,0,0,0,3,False,False,True,False,0.0,0.0,0.0
3053,1977,9,3,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3054,1978,1,1,0.0,0,0,0,0,3,False,False,False,True,0.0,0.0,0.0
3055,1978,1,1,0.0,0,0,0,0,88,False,False,False,True,0.0,0.0,0.0
3056,1978,1,1,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3057,1978,1,1,0.0,0,0,0,0,83,False,False,False,True,0.0,0.0,0.0
3058,1978,2,1,0.0,0,0,0,0,5,False,False,False,True,0.0,0.0,0.0
3059,1978,2,1,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3060,1978,2,1,0.0,0,0,0,0,8,False,False,False,True,0.0,0.0,0.0
3061,1978,2,1,0.0,0,0,0,0,9,False,False,False,True,0.0,0.0,0.0
3062,1978,4,2,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3063,1978,4,2,0.0,0,0,0,0,15,False,False,False,True,0.0,0.0,0.0
3064,1978,4,2,0.0,0,0,0,0,2,False,False,False,True,0.0,0.0,0.0
3065,1978,7,3,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3066,1978,8,3,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3067,1978,10,4,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
3068,1979,1,1,0.0,0,0,0,0,24,False,False,False,True,0.0,0.0,0.0
3069,1979,1,1,0.0,0,0,0,0,3,False,False,False,True,0.0,0.0,0.0
3070,1979,3,1,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
3071,1979,3,1,0.0,0,0,0,0,2,False,False,True,False,0.0,0.0,0.0
3072,1979,3,1,0.0,0,0,0,0,3,False,False,True,False,0.0,0.0,0.0
3073,1979,3,1,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
3074,1979,3,1,0.0,0,0,0,0,9,False,False,True,False,0.0,0.0,0.0
3075,1979,3,1,0.0,0,0,0,0,2,False,False,True,False,0.0,0.0,0.0
3076,1979,4,2,0.0,0,0,0,0,5,False,False,False,True,0.0,0.0,0.0
3077,1979,4,2,0.0,0,0,0,0,5,False,False,True,False,0.0,0.0,0.0
3078,1980,2,1,0.0,0,0,0,0,3,False,False,False,True,0.0,0.0,0.0
3079,1980,5,2,0.0,0,0,0,0,4,False,False,False,True,0.0,0.0,0.0
3080,1980,5,2,0.0,0,0,0,0,1,False,False,False,True,131270.0,11.785019167655236,0.0
3081,1980,6,2,0.0,0,0,0,0,4,False,False,False,True,0.0,0.0,0.0
3082,1980,9,3,0.0,0,0,0,0,8,False,False,False,True,0.0,0.0,0.0
3083,1980,10,4,0.0,0,0,0,0,21,False,False,False,True,0.0,0.0,0.0
3084,1982,4,2,0.0,0,0,0,0,3,False,False,False,True,0.0,0.0,0.0
3085,1982,4,2,0.0,0,0,0,0,12,False,False,False,True,0.0,0.0,0.0
3086,1982,8,3,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
3087,1983,12,4,0.0,0,0,0,0,1,False,False,True,False,0.0,0.0,0.0
3088,1984,5,2,0.0,0,0,0,0,4,False,False,False,True,0.0,0.0,0.0
3089,1984,5,2,0.0,0,0,0,0,6,False,False,False,True,0.0,0.0,0.0
3090,1984,5,2,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3091,1984,7,3,0.0,0,0,0,0,3,False,False,True,False,0.0,0.0,0.0
3092,1987,9,3,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3093,1992,5,2,0.0,0,0,0,0,2,False,False,False,True,0.0,0.0,0.0
3094,1992,9,3,109.0,0,0,0,0,2,False,False,False,True,3941787.62,14.493998215862389,218.0
3095,1993,3,1,4.0,0,0,0,0,57,False,False,False,True,808130548.4399999,16.467182975984457,228.0
3096,1993,3,1,4.0,0,0,0,0,67,False,False,False,True,978464621.19,16.49680263706281,268.0
3097,1993,3,1,4.0,0,0,0,0,93,False,False,False,True,1876212764.4,16.819921651373537,372.0
3098,1993,3,1,4.0,0,0,0,0,8,False,False,False,True,0.0,0.0,32.0
3099,1993,3,1,4.0,0,0,0,0,16,False,False,False,True,8793078.72,13.2168885582685,64.0
3100,1993,3,1,4.0,0,0,0,0,24,False,False,False,True,202696792.56,15.949168075770887,96.0
3101,1993,3,1,4.0,0,0,0,0,10,False,False,False,True,6443991.2,13.376075116504678,40.0
3102,1993,3,1,4.0,0,0,0,0,5,False,False,False,True,839243.7,12.030824453404897,20.0
3103,1993,3,1,4.0,0,0,0,0,14,False,False,False,True,18404227.939999998,14.089034406611034,56.0
3104,1993,3,1,4.0,0,0,0,0,73,False,False,False,True,132006497.14,14.407902811951459,292.0
3105,1993,3,1,4.0,0,0,0,0,67,False,False,False,True,1666816833.73,17.02948897769703,268.0
3106,1993,3,1,4.0,0,0,0,0,21,False,False,False,True,39124981.56,14.437749834532477,84.0
3107,1993,3,1,4.0,0,0,0,0,62,False,False,False,True,742671197.4,16.298629669390436,248.0
3108,1993,3,1,4.0,0,0,0,0,1,False,False,False,True,498136.8,13.118632024557826,4.0
3109,1993,3,1,4.0,0,0,0,0,55,False,False,False,True,304805840.9,15.527852539861149,220.0
3110,1993,3,1,4.0,0,0,0,0,59,False,False,False,True,856776096.84,16.491149803486458,236.0
3111,1993,3,1,4.0,0,0,0,0,3,False,False,False,True,1866783.21,13.341116617390044,12.0
3112,1993,3,1,1.0,0,0,0,0,136,False,False,False,True,770419761.84,15.549791360312144,136.0
3113,1993,9,3,77.0,0,0,0,0,149,False,False,False,True,0.0,0.0,11473.0
3114,1994,7,3,27.0,0,0,0,0,14,False,False,True,False,37549773.800000004,14.802120955411368,378.0
3115,1995,4,2,0.0,0,0,0,0,1,False,False,False,True,4293680.63,15.272655111681917,0.0
3116,1995,8,3,1.0,0,0,0,0,1,True,False,False,False,4403306.05,15.297866418849678,1.0
3117,1996,2,1,209.0,0,0,0,0,50,False,False,True,False,223913112.5,15.314745861818016,10450.0
3118,1996,2,1,94.0,0,0,0,0,7,False,False,True,False,5096479.5,13.498151789655102,658.0
3119,1996,10,4,5.0,0,0,0,0,5,False,False,True,False,0.0,0.0,25.0
3120,1996,10,4,10.0,0,0,0,0,4,False,False,True,False,39642288.48,16.109112737126367,40.0
3121,1996,10,4,6.0,0,0,0,0,2,False,False,True,False,0.0,0.0,12.0
3122,1996,11,4,34.0,0,0,0,0,1,False,False,True,False,0.0,0.0,34.0
3123,1996,11,4,10.0,0,0,0,0,2,False,False,False,True,2996199.7,14.219708763890667,20.0
3124,1996,11,4,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3125,1998,4,2,0.0,0,0,0,0,1,False,False,False,True,0.0,0.0,0.0
3126,1998,6,2,0.0,0,0,0,0,2,False,False,False,True,598051.9,12.608288982090283,0.0
3127,1998,6,2,152.0,0,0,0,0,1,False,False,True,False,41304168.5,17.53647400925197,152.0
3128,1998,7,3,108.0,0,0,0,0,1,False,False,True,False,0.0,0.0,108.0
3129,1998,9,3,1.0,0,0,0,0,1,True,False,False,False,0.0,0.0,1.0
3130,1998,9,3,0.0,0,0,0,0,1,True,False,False,False,0.0,0.0,0.0
3131,1998,9,3,7.0,0,0,0,0,34,True,False,False,False,1229206218.72,17.4032739504122,238.0
3132,1998,9,3,7.0,0,0,0,0,18,True,False,False,False,97722735.66,15.50727322514372,126.0
3133,1998,9,3,8.0,0,0,0,0,12,True,False,False,False,23895474.84,14.504293514135695,96.0
3134,1999,1,1,14.0,0,0,0,0,52,False,False,False,True,1324423745.32,17.052999613272643,728.0
3135,1999,1,1,14.0,0,0,0,0,57,False,False,False,True,561359778.12,16.10282140735845,798.0
3136,1999,1,1,14.0,0,0,0,0,10,False,False,False,True,46739210.099999994,15.357509108019606,140.0
3137,1999,1,1,13.0,0,0,0,0,31,False,False,False,True,279605669.32,16.014903751041548,403.0
3138,1999,3,1,3.0,0,0,0,0,6,False,False,False,True,18796288.919999998,14.957410860426155,18.0
3139,1999,4,2,40.0,0,0,0,0,52,False,False,True,False,55345557.8,13.877864178318557,2080.0
3140,1999,9,3,97.0,0,0,0,0,10,False,False,True,False,512182040.6,17.75160559438869,970.0
3141,1999,9,3,13.0,0,0,0,0,11,True,False,False,False,38275275.5,15.06241971198536,143.0
3142,1999,9,3,131.0,0,0,0,0,227,False,False,True,False,1411505354.02,15.642972742132466,29737.0
3143,1999,9,3,2.0,0,0,0,0,12,True,False,False,False,43565173.44,15.104862240478491,24.0
3144,1999,9,3,3.0,0,0,0,0,6,True,False,False,False,21841802.28,15.107577032888763,18.0
3145,1999,9,3,11.0,0,0,0,0,27,True,False,False,False,0.0,0.0,297.0
3146,1999,9,3,19.0,0,0,0,0,66,True,False,False,False,0.0,0.0,1254.0
3147,1999,9,3,13.0,0,0,0,0,19,True,False,False,False,0.0,0.0,247.0
3148,1999,9,3,2.0,0,0,0,0,21,True,False,False,False,42682792.53,14.52478446601058,42.0
3149,1999,9,3,2.0,0,0,0,0,4,True,False,False,False,0.0,0.0,8.0
3150,1999,10,4,5.0,0,0,0,0,29,True,False,False,False,15878314.899999999,13.213170889945276,145.0
3151,1999,11,4,3.0,0,0,0,0,78,True,False,False,False,0.0,0.0,234.0
3152,1999,11,4,3.0,0,0,0,0,3,True,False,False,False,0.0,0.0,9.0
